age,NumberOfDependents,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,imputed_income
78,0.0,5437.0,0.011955122310097481,5,0,0.038473009,0,0,0,1.0
51,0.0,4800.0,0.220787336,10,0,0.662784698,0,0,0,0.0
55,0.0,4962.0,0.682651622,7,1,0.845415458,1,0,0,0.0
40,3.0,7450.0,0.590658972,13,2,0.85818426,2,3,0,0.0
53,0.0,7099.0,0.441126761,7,1,0.9999999,1,0,0,0.0
52,0.0,8487.0,0.120169651,8,1,0.132531221,0,0,0,0.0
65,1.0,5437.0,0.5267610814787567,4,1,0.079224103,0,0,0,1.0
35,2.0,9425.0,0.226607257,6,1,0.425308861,0,0,0,0.0
33,0.0,6300.0,0.042056816,4,0,0.089671964,0,0,0,0.0
52,0.0,9800.0,0.600550964,14,3,0.9999999,2,0,0,0.0
41,0.0,8625.0,0.436355205,9,2,0.002746302,0,0,0,0.0
58,1.0,10000.0,0.158884112,8,2,0.016790197,0,0,0,0.0
61,0.0,18160.0,0.24051539,8,2,0.242307098,0,0,0,0.0
64,0.0,5437.0,0.14346146772116977,4,1,0.081673466,0,0,0,1.0
51,0.0,5476.0,0.414825634,12,1,0.139294173,0,0,0,0.0
52,0.0,4792.0,0.521593991,5,0,0.073930433,2,0,2,0.0
49,0.0,19000.0,0.254618178,8,5,0.142185346,0,0,0,0.0
59,0.0,3825.0,0.67302666,7,2,0.0,1,0,0,0.0
50,0.0,2800.0,0.135665834,3,0,0.029438822,0,0,0,0.0
57,0.0,8020.0,0.241366413,10,1,0.750181757,2,0,0,0.0
46,0.0,4947.0,0.706345998,10,3,0.757706395,0,0,0,0.0
60,0.0,5437.0,0.1465881920176568,7,1,0.017799152,0,0,0,1.0
54,0.0,5437.0,0.2133529519955858,9,2,0.144582545,0,0,0,1.0
46,1.0,4300.0,0.382934201,10,1,0.05795862,0,0,0,0.0
83,0.0,2409.0,0.262655602,12,0,0.10535244,1,0,0,0.0
29,0.0,2500.0,0.220311875,5,0,0.9500998,0,0,0,0.0
67,,5437.0,0.10557292624609159,7,1,0.04595186,0,0,0,1.0
42,3.0,2333.0,0.340188518,6,0,0.830772079,2,0,0,0.0
75,,5437.0,0.8587456317822328,7,1,0.914474511,0,0,0,1.0
25,0.0,5437.0,0.1616700386242413,4,0,0.051589682,0,0,0,1.0
37,3.0,23000.0,0.143234271,7,1,0.074654359,0,0,0,0.0
47,0.0,12965.0,0.343436681,4,1,0.0,0,0,0,0.0
50,2.0,3333.0,0.425614877,8,0,0.360542753,0,0,0,0.0
91,,5437.0,0.0,1,0,0.0,0,0,0,1.0
81,0.0,5437.0,0.02262276990987677,10,0,0.072992701,0,0,0,1.0
23,0.0,3100.0,0.019026121,4,0,0.506164612,0,0,0,0.0
41,0.0,5400.0,0.140714682,6,1,0.0,0,0,0,0.0
71,0.0,4269.0,0.504449649,8,1,0.674224933,0,0,0,0.0
37,1.0,8416.0,0.286444101,9,2,0.422691649,0,0,0,0.0
51,1.0,10100.0,0.656469656,7,2,0.62176576,0,0,0,0.0
36,1.0,5437.0,0.31579915394519037,8,1,0.236547646,0,0,0,1.0
46,0.0,4968.0,0.429261421,10,1,0.007080286,0,0,0,0.0
81,1.0,6666.0,0.131693415,21,1,0.007857901,0,0,0,0.0
52,1.0,6035.0,0.627236581,8,2,0.086994563,0,0,0,0.0
71,0.0,10500.0,0.041996,11,0,0.124002744,3,0,0,0.0
45,4.0,9000.0,0.617042551,7,3,0.064210212,0,0,0,0.0
58,1.0,3833.0,0.207094418,6,0,0.255144223,0,0,0,0.0
79,0.0,16666.0,0.143697126,10,1,0.034298571,0,0,0,0.0
33,1.0,2757.0,0.393038434,4,0,0.917267917,0,0,0,0.0
74,0.0,3053.0,0.082187295,2,0,0.014466184,0,0,0,0.0
51,0.0,5437.0,0.19827110538900128,12,1,0.002049562,0,0,0,1.0
45,0.0,1800.0,0.351471405,8,0,0.331161611,1,0,0,0.0
62,,5437.0,0.30292440684200844,5,1,0.005517836,1,0,0,1.0
28,0.0,2800.0,0.028918243,3,0,0.02367544,1,0,0,0.0
85,1.0,3000.0,0.002665778,8,0,0.006856336,0,0,0,0.0
88,0.0,3500.0,0.011996572,9,0,0.025207422,1,0,0,0.0
65,0.0,4195.0,0.28884652,18,1,0.0,1,0,0,0.0
50,3.0,8000.0,0.015373078,2,0,0.090019782,0,0,0,0.0
64,1.0,2916.0,0.217003771,8,0,0.507678023,0,0,0,0.0
52,2.0,5437.0,1.435718226963399,21,2,0.0427599,0,0,0,1.0
45,3.0,1.0,2.4702802109800093,5,1,0.194103194,0,0,0,0.0
50,2.0,1883.0,0.714968153,6,1,0.193953115,0,0,0,0.0
68,2.0,6700.0,0.45545441,9,2,0.136744236,0,0,0,0.0
74,0.0,9029.0,0.393133998,6,1,0.046657532,0,0,0,0.0
52,0.0,8664.0,0.098211194,2,0,0.619117451,1,0,0,0.0
59,0.0,2800.0,0.356658336,11,0,0.453417441,1,0,0,0.0
36,2.0,8300.0,0.140585472,6,0,0.104579084,0,0,0,0.0
48,1.0,3500.0,0.009711511,4,0,0.107021132,0,0,0,0.0
51,0.0,11000.0,0.267793837,10,1,1.006815084,0,0,0,0.0
48,0.0,2200.0,1.314402544,7,2,0.938530735,4,1,1,0.0
47,0.0,2242.0,0.395006687,13,0,0.71512602,0,0,0,0.0
48,0.0,2500.0,1.050379848,13,1,0.15902755,0,0,0,0.0
61,0.0,4000.0,0.424143964,5,1,0.9999999,0,0,0,0.0
68,0.0,5437.0,0.7250321868677579,9,2,0.0,0,0,0,1.0
39,1.0,5233.0,0.457393963,11,1,0.010792731,1,0,0,0.0
60,0.0,3300.0,1.95758861,13,2,0.957025592,0,0,0,0.0
49,0.0,5437.0,0.0656612102262277,2,0,0.869717539,0,0,0,1.0
60,0.0,4900.0,0.355845746,5,2,0.028331984,0,0,0,0.0
47,0.0,9500.0,0.369961057,3,1,0.9999999,0,0,0,0.0
63,1.0,7800.0,0.056146648,8,0,0.118283028,0,0,0,0.0
31,0.0,3350.0,0.538645181,6,2,0.019396121,0,0,0,0.0
79,,5437.0,0.013610446937649439,8,0,0.028853136,0,0,0,1.0
47,0.0,5437.0,0.09913555269450064,4,0,0.417852738,1,0,0,1.0
68,0.0,851.0,0.082159624,9,0,0.027206985,0,0,0,0.0
59,1.0,9694.0,0.580195977,18,2,0.325896387,0,0,0,0.0
38,0.0,12500.0,0.225741941,12,2,0.1925349,0,0,0,0.0
65,3.0,5437.0,1.1660842376310465,15,6,0.025232972,0,0,0,1.0
43,0.0,2717.0,1.238410596,7,4,0.003616867,0,0,0,0.0
27,0.0,1432.0,0.514305652,4,0,0.9999999,1,0,1,0.0
34,3.0,6000.0,0.127145476,6,0,0.02790352,0,0,0,0.0
34,0.0,5437.0,0.1922015817546441,10,1,0.014619589,0,0,0,1.0
60,0.0,5437.0,0.29593525841456686,7,1,0.046500108,0,0,0,1.0
57,3.0,14100.0,0.407205163,16,2,0.417027805,0,0,0,0.0
26,0.0,6445.0,0.21579274,5,0,0.999933775,0,0,0,0.0
68,,5437.0,0.027956593709766414,3,0,0.179621925,0,0,0,1.0
45,2.0,8424.0,0.272522255,6,1,0.327806262,0,0,0,0.0
64,0.0,10500.0,0.001618893,7,0,0.010584816,0,0,0,0.0
34,4.0,9583.0,0.547057596,6,4,0.290313719,0,0,0,0.0
35,1.0,8258.0,0.370747064,6,1,0.984732824,0,0,0,0.0
52,0.0,5437.0,0.21905462571270923,5,0,0.332175191,0,0,0,1.0
45,2.0,8583.0,0.540773532,12,2,0.960478962,2,0,0,0.0
55,0.0,13258.0,0.502149483,17,2,0.751532237,0,0,0,0.0
59,0.0,5210.0,1.040107465,15,3,0.48360057,0,0,0,0.0
35,3.0,3871.0,0.314566116,8,2,1.047495906,2,1,0,0.0
46,1.0,5437.0,0.36049291888909324,9,2,0.589797806,0,0,0,1.0
31,1.0,3400.0,0.134078212,7,0,0.054699746,0,0,0,0.0
51,1.0,3400.0,0.658041752,17,1,0.395300057,0,0,0,0.0
39,2.0,151.0,2.4702802109800093,8,1,0.005860622,0,0,0,0.0
23,0.0,1.0,2.0,5,0,0.107609531,0,0,0,0.0
37,0.0,6500.0,0.288417167,11,1,0.24535301,0,1,1,0.0
73,0.0,4872.0,0.269443874,6,1,0.210068428,0,0,0,0.0
56,0.0,4583.0,0.29908377,13,1,0.175292356,1,0,0,0.0
59,1.0,8083.0,0.400544285,7,2,0.123409911,0,0,0,0.0
37,2.0,3100.0,1.014511448,10,2,0.367640542,0,0,0,0.0
82,0.0,1996.0,0.0,0,0,0.9999999,0,0,0,0.0
50,3.0,6466.0,0.128034637,5,1,0.004384531,0,0,0,0.0
29,0.0,4468.0,0.328261356,6,0,0.317445504,0,0,0,0.0
46,0.0,9957.0,0.623317935,10,3,0.975995393,1,0,0,0.0
83,0.0,5437.0,0.16626816258966343,2,1,0.010922237,0,0,0,1.0
51,2.0,14083.0,0.344149389,5,2,0.020065329,0,0,0,0.0
33,1.0,13584.0,0.299668752,18,1,0.526702125,0,0,0,0.0
67,0.0,3650.0,0.392495207,12,1,0.026107946,0,0,0,0.0
50,2.0,8183.0,1.040078201,8,2,0.675882603,0,0,0,0.0
70,0.0,5437.0,0.015633621482435165,6,0,0.07839776,0,0,0,1.0
59,1.0,16100.0,0.145518912,13,2,0.046426302,0,0,0,0.0
56,5.0,5437.0,0.24094169578811844,6,1,0.0,0,0,0,1.0
35,2.0,5450.0,0.800220143,13,1,0.423061302,1,0,0,0.0
64,0.0,8333.0,0.358051356,6,2,0.138863581,0,0,0,0.0
65,0.0,5437.0,0.1629575133345595,7,2,0.0,0,0,0,1.0
48,0.0,5437.0,0.5045061614861137,19,1,0.064736176,2,0,0,1.0
28,0.0,3500.0,0.097686375,1,0,0.9999999,0,0,0,0.0
42,1.0,1542.0,0.653272845,6,0,1.047301799,1,0,1,0.0
89,0.0,10500.0,0.0059042,7,0,0.030456105,0,0,0,0.0
59,0.0,4400.0,0.089525108,9,0,0.028869207,0,0,0,0.0
54,2.0,9100.0,0.237556312,8,1,0.002039189,0,0,0,0.0
34,0.0,1752.0,0.151169424,2,0,0.738260955,0,0,0,0.0
38,0.0,5833.0,0.131813507,9,0,0.391917681,0,0,0,0.0
44,2.0,2474.0,1.204848485,5,1,0.9999999,0,0,0,0.0
53,0.0,5437.0,0.05995953650910429,2,1,0.0,0,0,0,1.0
34,1.0,3334.0,0.377511244,6,1,0.045316122,0,0,0,0.0
61,0.0,2963.0,0.298582996,6,0,0.447363333,0,0,0,0.0
89,0.0,5000.0,0.0,9,0,0.0,0,0,0,0.0
33,1.0,5000.0,0.379724055,4,1,0.002124734,0,0,0,0.0
60,0.0,9500.0,0.007999158,6,0,0.048772665,0,0,0,0.0
23,0.0,3104.0,0.204508857,2,0,0.9999999,1,0,1,0.0
58,1.0,11100.0,0.443113233,10,3,0.200672297,0,0,0,0.0
27,0.0,1400.0,0.257673091,11,0,0.309066201,0,0,0,0.0
44,1.0,4344.0,0.076409666,4,0,0.231215052,0,0,0,0.0
54,3.0,11586.0,0.19737637,11,1,0.0,1,0,0,0.0
89,0.0,6000.0,0.000499917,4,0,0.003204331,0,0,0,0.0
49,2.0,13916.0,0.122943163,7,2,0.025646053,0,0,0,0.0
65,3.0,4844.0,0.204127967,4,1,0.094493884,0,0,0,0.0
53,2.0,5973.0,0.013726147,9,0,0.024417774,0,0,0,0.0
21,0.0,929.0,0.082795699,1,0,0.0,0,0,0,0.0
47,1.0,9250.0,0.422332721,14,1,0.681385611,0,0,0,0.0
37,3.0,5750.0,0.0,1,0,0.9999999,0,0,2,0.0
25,0.0,900.0,0.614872364,4,0,0.069086722,0,0,0,0.0
49,0.0,7100.0,0.264047317,17,2,0.007269033,0,0,0,0.0
61,2.0,4673.0,0.377406932,7,1,0.116883694,0,0,0,0.0
65,1.0,3321.0,0.017158338,9,0,0.01779937,0,0,0,0.0
55,0.0,4000.0,0.260934766,2,1,0.885792184,3,0,1,0.0
44,3.0,11064.0,0.340352463,8,2,0.061090427,0,0,0,0.0
79,0.0,1877.0,0.002662407,13,0,0.002528557,0,0,0,0.0
58,0.0,5437.0,0.5045061614861137,13,3,0.211710358,0,0,0,1.0
56,2.0,14750.0,0.383160464,20,2,0.176827791,1,0,0,0.0
44,3.0,4000.0,0.562109473,8,2,0.278588454,0,0,0,0.0
52,2.0,13649.0,0.126959707,8,1,0.034837906,0,0,0,0.0
55,0.0,5437.0,0.37189626632334005,12,1,0.023143768,0,0,0,1.0
58,1.0,10445.0,0.218361095,13,1,0.0,0,0,0,0.0
47,2.0,5437.0,0.6010667647599779,11,2,0.598715177,0,0,0,1.0
61,1.0,1599.0,0.16125,1,0,0.9999999,0,0,0,0.0
58,0.0,1000.0,2.4702802109800093,14,1,0.0,0,0,0,0.0
58,0.0,5000.0,0.322935413,19,1,0.153891794,0,0,0,0.0
38,0.0,5437.0,0.0062534485929740665,2,0,0.114588541,0,0,0,1.0
69,0.0,8000.0,0.089988751,5,0,0.106566354,0,0,0,0.0
43,2.0,4100.0,0.63326018,12,2,0.326245457,0,0,0,0.0
38,2.0,11666.0,0.169709437,6,1,0.540114971,0,0,0,0.0
64,1.0,12500.0,0.644828414,16,3,0.986080557,0,0,0,0.0
54,0.0,5416.0,0.227616762,11,1,0.106327079,0,0,0,0.0
52,2.0,6000.0,0.442592901,13,1,0.252505361,0,0,0,0.0
48,0.0,9273.0,0.019409101,5,0,0.367974622,0,0,0,0.0
53,0.0,3750.0,1.261263663,13,2,0.073620399,0,0,0,0.0
40,5.0,5437.0,0.38863343755747654,5,1,0.986270706,0,0,0,1.0
28,1.0,3600.0,0.271313524,8,0,0.956670915,1,0,0,0.0
67,1.0,8521.0,0.100211218,7,1,0.04744439,0,0,0,0.0
62,1.0,6000.0,0.135310782,8,1,0.012403006,0,0,0,0.0
30,0.0,3605.0,0.079866889,5,0,0.0,0,0,0,0.0
78,0.0,9906.0,0.102452811,5,1,0.099040608,0,0,0,0.0
30,0.0,1300.0,0.039200615,8,0,0.043398204,0,0,0,0.0
59,0.0,3500.0,0.393887461,10,1,0.200751704,0,0,0,0.0
66,0.0,8420.0,0.535090844,22,1,0.403527958,0,0,0,0.0
50,2.0,3100.0,0.522089649,8,1,0.297512465,0,0,0,0.0
54,0.0,3000.0,0.689436854,20,2,0.088860981,1,0,0,0.0
64,0.0,8050.0,0.350267048,23,2,0.003291313,0,0,0,0.0
45,1.0,3848.0,0.589763575,12,2,0.358867508,1,0,0,0.0
52,1.0,6000.0,0.217463756,9,1,0.014163808,0,0,0,0.0
43,0.0,5384.0,0.446425255,13,2,0.176508416,0,0,0,0.0
55,0.0,4500.0,0.005776494,11,0,0.012637498,0,0,0,0.0
42,1.0,4200.0,0.073077839,1,0,0.9999999,0,0,0,0.0
55,0.0,4900.0,0.445419302,10,3,0.413136374,0,0,0,0.0
47,2.0,8000.0,0.367329084,12,1,0.000557359,1,0,0,0.0
51,0.0,5437.0,0.0018392495861688431,2,0,0.016899155,0,0,0,1.0
60,3.0,9000.0,0.293078547,11,2,0.045360182,0,0,0,0.0
39,1.0,6408.0,0.105788735,15,0,0.008761065,0,0,0,0.0
54,0.0,3416.0,0.281826163,8,0,0.65049998,0,0,0,0.0
36,0.0,7500.0,0.221437142,7,1,0.018060793,0,0,0,0.0
75,0.0,3450.0,0.169516082,11,1,0.090140044,1,0,0,0.0
40,2.0,8333.0,0.309215263,6,1,0.009148742,0,0,0,0.0
47,2.0,8404.0,0.214991077,8,2,0.160228558,0,0,0,0.0
36,2.0,5437.0,0.2284347986021703,9,1,0.437740693,0,0,0,1.0
71,0.0,3000.0,0.349883372,5,1,0.045177819,0,0,0,0.0
50,1.0,9166.0,0.614050398,9,1,0.568059043,0,0,0,0.0
79,,5437.0,0.22328489976089755,12,1,0.015014193,0,0,0,1.0
38,3.0,5100.0,0.232895511,8,0,0.38394519,0,0,0,0.0
62,0.0,8100.0,0.105419084,9,0,0.361085126,0,0,0,0.0
26,0.0,5437.0,0.07025933419164981,1,0,0.9999999,0,0,0,1.0
59,2.0,1400.0,0.180585296,4,0,0.446061055,0,0,0,0.0
58,0.0,10600.0,0.831619659,34,5,0.008693268,0,0,0,0.0
38,0.0,5437.0,0.2672429648703329,12,0,0.385598775,0,0,0,1.0
43,1.0,8630.0,0.246784845,8,0,0.352319991,0,0,0,0.0
61,0.0,5437.0,1.2494022438844952,17,2,0.034583782,0,0,0,1.0
67,0.0,5437.0,0.30439580651094356,10,1,0.108578284,0,0,0,1.0
56,0.0,5437.0,0.421372080191282,6,1,0.117909571,0,0,0,1.0
43,3.0,12500.0,0.266218703,4,2,0.244488546,0,0,0,0.0
33,0.0,3333.0,0.00689862,1,0,0.173961342,0,0,0,0.0
62,0.0,6350.0,0.226893403,4,2,0.0,0,0,0,0.0
30,0.0,7083.0,0.108272163,8,0,0.020465302,2,0,0,0.0
47,0.0,5196.0,0.37540889,19,2,0.00084787,0,0,0,0.0
50,1.0,20833.0,0.307238168,13,2,0.037761916,0,0,0,0.0
77,0.0,5437.0,0.06639691006069523,5,0,0.118045722,0,0,0,1.0
54,1.0,5437.0,0.9516277358837594,10,2,0.128930684,0,0,0,1.0
39,,5437.0,0.5337502299061982,10,2,0.095581299,0,0,0,1.0
59,,5437.0,0.013242597020415671,0,0,0.9999999,0,0,0,1.0
57,1.0,8000.0,0.043744532,3,0,0.948978489,0,0,0,0.0
35,0.0,8500.0,0.036701565,4,0,0.9999999,0,0,0,0.0
38,0.0,5437.0,0.6864079455582123,4,1,0.0,0,0,0,1.0
63,0.0,5437.0,0.2414934706639691,7,1,0.16535419,0,0,0,1.0
64,1.0,5000.0,0.9960008,11,1,1.024960998,0,4,0,0.0
41,0.0,2000.0,0.16191904,4,0,0.052063196,0,0,0,0.0
72,1.0,5000.0,0.569886023,15,2,0.007883202,0,0,0,0.0
32,0.0,3683.0,0.250542888,8,1,0.05511853,0,0,0,0.0
34,0.0,5437.0,0.7973146956041934,5,2,0.181479417,0,0,0,1.0
55,3.0,2400.0,0.296126614,5,0,0.158841063,1,0,0,0.0
29,0.0,5437.0,0.4901600147139967,9,1,0.0,1,0,0,1.0
49,3.0,8467.0,0.275862069,13,2,0.005041773,0,0,0,0.0
43,2.0,4400.0,0.099977278,6,0,0.201542637,0,0,0,0.0
77,,5437.0,0.0,2,0,0.9999999,0,0,0,1.0
62,0.0,3108.0,0.361531039,7,1,0.388370424,2,1,0,0.0
60,0.0,5500.0,0.124886384,10,0,0.051592604,1,0,0,0.0
50,1.0,10500.0,0.391105609,11,2,0.995795976,0,1,0,0.0
59,0.0,3000.0,0.364211929,8,1,0.11617261,0,0,0,0.0
57,0.0,7617.0,0.30756104,8,2,0.031339473,0,0,0,0.0
64,0.0,6300.0,0.203142358,16,2,0.072006846,0,0,0,0.0
40,2.0,6833.0,0.266169154,18,1,0.020220028,0,0,0,0.0
53,0.0,11000.0,0.237705663,5,1,0.08128378,0,0,0,0.0
44,0.0,5437.0,0.4364539267978665,10,1,0.042083816,0,0,0,1.0
43,3.0,5000.0,0.074785043,6,0,0.556811704,1,0,0,0.0
62,0.0,6104.0,0.365438165,14,2,0.075613976,1,0,0,0.0
26,0.0,4000.0,0.084728818,2,0,0.9999999,0,0,0,0.0
50,0.0,4106.0,0.591429267,15,1,0.033829465,0,0,0,0.0
32,1.0,6000.0,0.37043826,11,1,0.111327624,0,0,0,0.0
31,1.0,4815.0,0.385797342,7,1,0.002237989,0,0,0,0.0
44,4.0,7100.0,0.343754401,6,1,0.057190917,0,0,1,0.0
43,1.0,4583.0,0.589659686,9,2,0.324027091,0,0,0,0.0
65,0.0,8140.0,0.31924825,6,2,0.206189691,0,0,0,0.0
62,0.0,5000.0,0.00939812,3,0,0.054863011,0,0,0,0.0
46,3.0,5437.0,0.09177855434982528,9,0,0.118010972,0,0,0,1.0
41,2.0,16216.0,0.738175988,9,2,0.064792758,1,0,0,0.0
64,2.0,5437.0,0.44141990068052234,5,2,0.022040783,0,0,0,1.0
49,1.0,4300.0,0.141362474,2,0,0.345733085,0,0,0,0.0
61,1.0,9083.0,0.367239102,23,2,0.013290209,0,0,0,0.0
66,1.0,13334.0,0.194450694,11,1,0.082997814,1,1,0,0.0
60,0.0,4334.0,0.305190311,5,1,0.022434392,0,0,0,0.0
48,1.0,2300.0,1.538896132,14,1,0.798582199,1,0,1,0.0
41,2.0,4416.0,0.379895857,7,1,0.078576502,0,0,0,0.0
44,3.0,6666.0,0.320533973,11,2,0.263143813,0,0,0,0.0
55,2.0,23000.0,0.221151154,4,2,0.286935653,0,0,0,0.0
45,2.0,5116.0,0.897009967,11,2,0.865963151,1,0,0,0.0
66,,5437.0,0.03494574213720802,1,0,0.836732009,0,0,0,1.0
62,1.0,5000.0,0.051989602,7,0,0.160393311,0,0,0,0.0
59,0.0,8842.0,0.229673188,16,1,0.103095615,0,0,0,0.0
43,1.0,10255.0,0.262382995,6,1,0.153179576,0,0,0,0.0
68,0.0,23000.0,0.128347446,5,1,0.271277252,0,0,0,0.0
68,0.0,3430.0,0.805304576,9,2,0.749510959,0,0,0,0.0
43,0.0,4738.0,0.069212914,4,0,0.077097601,0,0,0,0.0
68,0.0,1150.0,1.205039096,6,1,0.024902872,0,0,0,0.0
52,3.0,8000.0,0.332833396,10,1,0.488107992,0,0,0,0.0
74,0.0,6605.0,0.108386315,7,1,0.058916625,2,0,0,0.0
51,0.0,7452.0,0.135381725,8,1,0.191205155,0,0,0,0.0
54,4.0,13600.0,0.651569738,8,3,0.133440951,0,0,0,0.0
40,3.0,6050.0,0.432821021,8,1,0.186615724,0,0,0,0.0
56,0.0,7000.0,0.007141837,3,0,0.061792231,0,0,0,0.0
63,0.0,5437.0,0.2860033106492551,6,1,0.120115195,0,0,0,1.0
29,0.0,2900.0,0.255773871,7,0,0.100771018,0,0,0,0.0
43,0.0,4000.0,0.410397401,2,1,0.176323538,0,0,0,0.0
46,4.0,4700.0,0.941501808,13,1,0.419546072,0,0,0,0.0
50,1.0,5209.0,0.427255278,13,2,0.014597303,0,0,0,0.0
43,0.0,9708.0,0.59594191,12,4,0.015162692,0,0,0,0.0
41,0.0,4500.0,0.002443901,2,0,0.698602794,1,0,0,0.0
54,1.0,8233.0,0.191037163,17,1,0.082299943,0,0,0,0.0
65,0.0,8000.0,0.17447819,5,1,0.0,0,0,0,0.0
86,0.0,7500.0,0.0,7,0,0.000820492,1,0,0,0.0
60,1.0,15000.0,0.860075995,28,2,0.843016045,0,0,0,0.0
62,0.0,11000.0,0.374147805,13,1,0.122590809,0,0,0,0.0
90,0.0,3000.0,1.41586138,18,1,0.062146416,0,0,0,0.0
84,0.0,4600.0,0.00912845,6,0,0.023382944,0,0,0,0.0
68,1.0,7448.0,0.000536985,9,0,0.001967192,0,0,0,0.0
60,0.0,5437.0,0.416590031267243,3,2,0.9999999,0,0,0,1.0
75,1.0,6617.0,0.25793291,10,2,0.021659423,0,0,0,0.0
39,1.0,4333.0,0.431933549,21,0,0.42047664,0,0,0,0.0
46,7.0,8583.0,0.547646785,7,2,0.060493951,0,0,0,0.0
53,3.0,19666.0,0.249046626,10,1,0.0,0,0,0,0.0
86,0.0,5437.0,0.0001839249586168843,2,0,0.00359976,0,0,0,1.0
39,3.0,7200.0,0.492153868,9,2,0.149935297,0,0,0,0.0
64,0.0,12156.0,0.071728222,5,0,0.669800694,0,0,0,0.0
77,0.0,5437.0,0.009931947765311753,1,0,0.072157114,0,0,0,1.0
55,0.0,6439.0,0.353416149,10,2,0.042203718,0,0,0,0.0
65,0.0,3060.0,0.284874224,5,0,0.509777801,0,0,0,0.0
84,0.0,3015.0,0.191312997,5,0,0.83908046,1,0,0,0.0
51,0.0,5500.0,0.370841665,6,1,0.0,0,0,0,0.0
54,1.0,7700.0,0.225425269,7,1,0.011999294,0,0,0,0.0
51,0.0,2900.0,0.905205102,7,2,0.406508294,0,0,0,0.0
50,0.0,13750.0,0.240200713,8,2,4.62e-05,0,0,0,0.0
52,0.0,3600.0,0.015273535,2,0,0.740524781,0,0,0,0.0
43,2.0,7317.0,0.3828915,5,2,0.975729479,1,0,0,0.0
92,,5437.0,0.0007356998344675372,8,0,0.00270471,0,0,0,1.0
50,0.0,11136.0,0.285265332,12,2,0.832919181,5,0,0,0.0
78,0.0,4759.0,0.053151261,7,0,0.043847402,1,0,0,0.0
40,2.0,15000.0,0.0,1,0,0.9999999,0,0,0,0.0
47,1.0,16750.0,0.273655304,10,3,0.020326532,0,0,0,0.0
79,0.0,4700.0,0.027228249,3,0,0.107422314,0,0,0,0.0
51,1.0,7333.0,0.381510772,10,2,0.012652365,0,0,0,0.0
54,2.0,7500.0,0.138381549,4,0,0.9999999,0,1,0,0.0
54,1.0,8500.0,0.232560875,16,1,0.191339845,0,0,0,0.0
42,0.0,8300.0,0.42802072,4,2,0.027827776,0,0,0,0.0
53,1.0,3500.0,2.077406455,9,2,0.647807826,1,0,0,0.0
57,0.0,1600.0,2.175515303,9,1,0.929860483,1,0,0,0.0
72,1.0,5437.0,0.4325915026669119,10,1,0.006993623,0,0,0,1.0
56,0.0,13795.0,0.177152798,10,0,0.718488181,0,0,0,0.0
58,3.0,4500.0,0.005109976,0,0,0.9999999,0,0,0,0.0
51,1.0,4612.0,0.627574247,14,2,0.149894568,0,0,0,0.0
58,0.0,3000.0,0.667444185,20,1,0.002342307,0,0,0,0.0
34,0.0,5437.0,0.10961927533566306,4,1,0.006445395,0,0,0,1.0
70,1.0,6979.0,0.228223496,22,0,0.188144121,0,0,0,0.0
32,0.0,5437.0,0.08570903071546809,3,0,0.882117882,0,0,0,1.0
51,2.0,5437.0,0.46827294463858743,20,2,0.029986624,0,0,0,1.0
52,1.0,11031.0,0.290971719,15,3,0.379605294,2,0,0,0.0
42,2.0,5437.0,0.8348353871620379,10,2,0.000923057,0,0,0,1.0
48,1.0,7500.0,0.225303293,14,2,0.0,0,0,0,0.0
68,1.0,5437.0,0.2825087364355343,10,1,0.024140761,1,0,0,1.0
48,3.0,8709.0,0.853731343,16,2,0.82380777,0,0,0,0.0
88,,5437.0,0.0012874747103181902,7,0,0.003845506,0,0,0,1.0
64,0.0,5146.0,1.946182242,26,5,0.025266826,0,0,0,0.0
48,1.0,10114.0,0.432427088,6,1,0.469348074,3,0,0,0.0
32,0.0,3575.0,0.079697987,11,0,0.506141596,0,0,0,0.0
52,0.0,3855.0,0.429460581,11,2,0.543538038,1,0,0,0.0
80,0.0,6000.0,0.368771871,9,2,0.475514802,0,0,0,0.0
63,2.0,7100.0,0.504013519,17,1,0.760817187,0,0,0,0.0
45,2.0,3000.0,1.95134955,5,2,0.0,0,0,0,0.0
62,0.0,7000.0,0.175546351,8,1,0.032065598,1,0,1,0.0
71,0.0,5437.0,0.5543498252712893,10,1,0.046846335,0,0,0,1.0
45,1.0,3799.0,0.211842105,11,0,0.265117608,1,0,0,0.0
60,2.0,11250.0,0.206026131,12,1,0.244219028,0,0,0,0.0
57,1.0,23000.0,0.02536585,7,2,0.0,0,0,0,0.0
52,0.0,5000.0,0.035592881,9,0,0.183061869,1,0,0,0.0
66,0.0,8041.0,0.358617259,6,2,0.773040899,0,0,0,0.0
79,1.0,4500.0,0.406131971,7,1,0.844184385,0,0,0,0.0
43,0.0,5437.0,0.21519220158175464,10,0,0.945515954,0,0,0,1.0
59,0.0,8000.0,0.373578303,13,2,0.54635461,0,0,0,0.0
45,1.0,11000.0,0.322697937,8,2,0.000114284,0,0,0,0.0
36,0.0,5437.0,0.06345411072282509,4,0,0.9999999,0,0,1,1.0
